seqnames	start	end	strand	RPKM	gene	tx_name
chr12	108129288	108250537	+	0.000192797718351051	ENSG00000075035.10	ENST00000547525.6
chr20	63400208	63472655	-	0.236946598664757	ENSG00000075043.19	ENST00000359125.7
chr10	69403903	69416918	-	0.00778266245520498	ENSG00000075073.15	ENST00000373306.5
chr22	46620386	46679785	+	0.104618052029612	ENSG00000075240.17	ENST00000406902.6
chr10	100463009	100483744	+	0.00150313293145994	ENSG00000075290.8	ENST00000343737.6
chr11	69771022	69775341	-	0	ENSG00000075388.4	ENST00000168712.3
chr17	66835117	66894751	+	0.000261331134960621	ENSG00000075429.9	ENST00000533854.6
chr17	66964707	67033398	+	0.000170156083314396	ENSG00000075461.6	ENST00000262138.4
chr3	171600404	171810483	-	0.345955030918468	ENSG00000075651.16	ENST00000351298.9
chr13	24680408	24712472	+	0.0085054869510086	ENSG00000075673.12	ENST00000381946.5
chr2	143091362	143238352	+	0	ENSG00000075884.14	ENST00000409869.5
chr10	100745582	100829944	+	0.168105435230761	ENSG00000075891.23	ENST00000355243.8
chr1	208022242	208244384	-	0.0026308192639499	ENSG00000076356.7	ENST00000367033.4
chr12	109116595	109268226	+	0.125954831282335	ENSG00000076555.15	ENST00000338432.11
chr8	80967810	81112068	-	0.107464100691474	ENSG00000076641.4	ENST00000220597.4
chrX	133300103	133415489	-	0.189222872671624	ENSG00000076716.9	ENST00000370828.4
chr1	21596222	21669300	-	0.11622412481274	ENSG00000076864.19	ENST00000611549.4
chr19	3933103	3942414	+	0	ENSG00000077009.13	ENST00000616156.4
chr7	100643097	100656448	-	0.000583601042292414	ENSG00000077080.10	ENST00000160382.10
chrX	111096191	111227361	+	0	ENSG00000077264.16	ENST00000372007.10
chrX	111245099	111270483	-	0.000306962423347974	ENSG00000077274.9	ENST00000324068.2
chrX	111293779	111411146	-	0	ENSG00000077279.20	ENST00000358070.10
chr10	26438341	26567803	+	0.000240755771662585	ENSG00000077420.16	ENST00000376236.9
chr11	89177875	89295759	+	6.61003615106952e-05	ENSG00000077498.9	ENST00000263321.6
chr1	236686499	236764631	+	0.00109703521282392	ENSG00000077522.14	ENST00000366578.6
chr1	236142539	236208907	+	0.581931972681005	ENSG00000077585.14	ENST00000366592.8
chr7	73328253	73353357	+	0.000620772046738762	ENSG00000077800.13	ENST00000648538.1
chr22	45344063	45413599	-	0.0032497086786022	ENSG00000077935.17	ENST00000357450.9
chr22	45502883	45601135	+	0.090728261096266	ENSG00000077942.19	ENST00000327858.11
chr10	15513954	15719922	-	0.000226992638213177	ENSG00000077943.8	ENST00000378076.4
chr20	24949269	24959928	+	0	ENSG00000077984.6	ENST00000480798.2
chr2	209579609	209734118	+	0.0437245035801486	ENSG00000078018.20	ENST00000673860.1
chr7	38383704	38631373	-	0	ENSG00000078053.17	ENST00000356264.7
chr3	183122215	183162734	-	0.0725955336019209	ENSG00000078081.8	ENST00000265598.8
chr2	162170684	162243445	-	0.00074964525187348	ENSG00000078098.14	ENST00000188790.9
chr4	40056913	40158251	+	0.438981088575707	ENSG00000078177.14	ENST00000511480.5
chr5	7793619	7827532	+	0.000229764731871449	ENSG00000078295.17	ENST00000489501.1
chr16	6019024	7713340	+	7.3584729343454e-05	ENSG00000078328.22	ENST00000550418.6
chr6	12290361	12297194	+	0.60830562419567	ENSG00000078401.7	ENST00000379375.6
chr7	31052308	31111474	+	0.000658495539463578	ENSG00000078549.15	ENST00000304166.9
chr8	16992181	17002345	-	0	ENSG00000078579.9	ENST00000180166.6
chrX	78945391	78963727	+	0	ENSG00000078589.13	ENST00000171757.3
chrX	79360388	79367552	-	0	ENSG00000078596.11	ENST00000434584.2
chr9	119166629	119369435	-	3.84219534665387e-05	ENSG00000078725.13	ENST00000265922.8
chr20	33007704	33023703	+	0	ENSG00000078898.7	ENST00000170150.4
chr8	91954967	92095654	-	0	ENSG00000079102.16	ENST00000613302.4
chr8	94127162	94208555	-	0.00095734834467999	ENSG00000079112.10	ENST00000027335.8
chr2	178463664	178478600	-	0.089727888603494	ENSG00000079150.18	ENST00000424785.7
chr2	178194512	178402893	+	0.283671051776053	ENSG00000079156.17	ENST00000190611.9
chr5	36606465	36688327	+	0.0435477604153879	ENSG00000079215.15	ENST00000680876.1
chr2	230225736	230313215	+	0.0103326471140357	ENSG00000079263.19	ENST00000392045.8
chr2	217799588	218010421	-	0.20719288018135	ENSG00000079308.19	ENST00000646520.1
chr4	73481745	73504001	+	0.000350102939151202	ENSG00000079557.5	ENST00000226355.5
chr6	25652215	25701783	+	0.001414798968109	ENSG00000079689.14	ENST00000377961.3
chr6	71887024	72403143	+	4.52931941216479e-05	ENSG00000079841.18	ENST00000264839.11
chr6	132296055	132401475	-	0.0138591476971292	ENSG00000079931.15	ENST00000367963.8
chr13	94436811	94479682	-	0.00163580355593849	ENSG00000080166.16	ENST00000377028.10
chr3	96814586	97749241	+	2.50110450797565e-05	ENSG00000080224.17	ENST00000389672.9
chr2	119439845	119479889	-	0.000194587117410121	ENSG00000080293.10	ENST00000485440.1
chr4	71187259	71572083	+	0.00106306154388654	ENSG00000080493.18	ENST00000264485.11
chr9	2017586	2045921	+	0.114397667438676	ENSG00000080503.24	ENST00000637806.1
chr19	10013249	10022278	+	0.00086292814138298	ENSG00000080511.5	ENST00000651512.1
chrX	107825866	107931637	+	0.317186912679173	ENSG00000080561.14	ENST00000262843.11
chrX	107206632	107244242	+	0.000828719376425866	ENSG00000080572.13	ENST00000535523.5
chr19	9959561	10010504	-	0.00367096786276145	ENSG00000080573.7	ENST00000264828.4
chr5	114056069	114496500	+	8.84613415542956e-05	ENSG00000080709.16	ENST00000512097.9
chr11	133896438	133956968	-	0.467874317929716	ENSG00000080854.16	ENST00000533871.8
chr1	196943738	196959622	+	0	ENSG00000080910.13	ENST00000367415.8
chr4	74097040	74099195	-	0.863796672953852	ENSG00000081041.9	ENST00000508487.3
chr4	73436221	73456174	+	0	ENSG00000081051.8	ENST00000395792.7
chr18	65751012	65890337	+	0	ENSG00000081138.14	ENST00000397968.4
chr3	101222546	101320575	-	0.0809588654222895	ENSG00000081148.12	ENST00000193391.8
chr1	198639040	198757476	+	0.000131584574359167	ENSG00000081237.20	ENST00000442510.8
chr1	201039512	201112426	-	0.0018167468831338	ENSG00000081248.12	ENST00000679417.1
chr1	201283452	201332993	+	0	ENSG00000081277.13	ENST00000263946.7
chr2	169127109	169362534	-	0.000430280149673137	ENSG00000081479.15	ENST00000649046.1
chr12	125119858	125143333	+	0.913454061727987	ENSG00000081760.17	ENST00000545511.5
chr7	123113531	123199969	-	9.01472844050522e-05	ENSG00000081800.9	ENST00000194130.7
chr5	141121818	141125623	+	0	ENSG00000081818.4	ENST00000194152.4
chr5	140827960	141012347	+	0.065503035614394	ENSG00000081842.18	ENST00000529310.6
chr18	62715541	62980433	+	0.40374230095377	ENSG00000081913.14	ENST00000262719.10
chr5	39105252	39219563	-	0.00109066290386847	ENSG00000082074.19	ENST00000512982.4
chr11	101029624	101129813	-	0	ENSG00000082175.15	ENST00000325455.10
chr18	5392445	5630663	-	0	ENSG00000082397.18	ENST00000637651.1
chr2	164680188	164841418	-	0.149121198563191	ENSG00000082438.18	ENST00000375458.6
chr1	215082737	215237090	+	0.000252414615646122	ENSG00000082482.14	ENST00000444842.7
chr1	210232796	210246255	+	0.00289459179668956	ENSG00000082497.12	ENST00000367012.4
chr1	211326615	211365509	+	0.945406500312434	ENSG00000082512.15	ENST00000462410.5
chr8	53225724	53251637	-	0.000601392383783924	ENSG00000082556.14	ENST00000265572.8
chr3	122909193	122993273	-	0.000463377048125516	ENSG00000082684.16	ENST00000616742.4
chr4	5525156	5527801	+	0	ENSG00000082929.8	ENST00000623565.3
chr6	80106671	80346270	+	0.375253648267563	ENSG00000083123.15	ENST00000320393.9
chr8	101492439	101669726	+	0.0697305544178174	ENSG00000083307.12	ENST00000646743.1
chr12	90963682	91004972	-	0	ENSG00000083782.8	ENST00000261172.8
chr19	57571566	57578911	-	1.09575075871754	ENSG00000083817.9	ENST00000196489.4
chr1	40373727	40423322	+	0.661058442182153	ENSG00000084070.12	ENST00000372718.8
chr12	95972662	95996344	-	0.170598193598906	ENSG00000084110.11	ENST00000261208.8
chr12	21264600	21395437	-	0.000178669219569735	ENSG00000084453.16	ENST00000307378.10
chr1	31179745	31239887	-	0.059987157890805	ENSG00000084628.10	ENST00000373736.7
chr2	21001429	21044073	-	0	ENSG00000084674.15	ENST00000233242.5
chr2	24492058	24770702	+	0.524241411451838	ENSG00000084676.15	ENST00000405141.5
chr2	25042076	25159135	+	0.0169078185856726	ENSG00000084710.14	ENST00000403714.8
chr2	25926602	25982497	-	0.121143865936778	ENSG00000084731.15	ENST00000455394.5
chr2	27496839	27523684	+	0.000580514126252575	ENSG00000084734.9	ENST00000264717.7
chr11	44565663	44620358	+	0.259214251715196	ENSG00000085117.12	ENST00000227155.9
chrX	129982635	130058071	+	0.539869668682098	ENSG00000085185.16	ENST00000540052.6
chr9	134903232	134917912	-	0.000530770459552368	ENSG00000085265.11	ENST00000371806.4
chr1	159927039	159933934	-	0.0796625578199718	ENSG00000085552.17	ENST00000493195.5
chr11	76186325	76206502	-	0.0335972334796255	ENSG00000085741.13	ENST00000322563.8
chr11	49145092	49208602	-	0	ENSG00000086205.18	ENST00000256999.7
chr7	26291862	26374383	+	0.4499881854727	ENSG00000086300.16	ENST00000338523.9
chr16	180459	181179	+	0	ENSG00000086506.3	ENST00000199708.3
chr19	41755530	41772211	+	0	ENSG00000086548.9	ENST00000199764.7
chr5	151504094	151568944	-	0.00216280921034972	ENSG00000086570.12	ENST00000261800.5
chr1	236215101	236281958	-	0.257573556909886	ENSG00000086619.14	ENST00000354619.10
chr16	82068277	82098534	+	0.000257526641439894	ENSG00000086696.11	ENST00000566838.2
chrX	18690913	18827921	+	0.00133653749930424	ENSG00000086717.18	ENST00000361511.8
chr19	50432892	50466321	+	0.000815819440873739	ENSG00000086967.10	ENST00000357701.6
chr11	89324353	89491375	-	4.66537010872054e-05	ENSG00000086991.13	ENST00000263317.9
chr19	48813018	48836491	-	0.0829879986015199	ENSG00000087076.9	ENST00000263278.9
chr5	179110853	179345461	-	0.0243456676365038	ENSG00000087116.16	ENST00000251582.12
chr4	68447463	68497604	+	0	ENSG00000087128.10	ENST00000305363.9
chr16	56976712	56983392	+	0	ENSG00000087237.12	ENST00000650358.1
chr16	55479198	55506691	+	0.00113366423462404	ENSG00000087245.13	ENST00000219070.9
chr16	56589536	56591085	+	0	ENSG00000087250.9	ENST00000566451.1
chr16	55509072	55586666	+	0.578530847003561	ENSG00000087253.13	ENST00000262134.10
chr16	56191783	56348199	+	9.9634197263575e-05	ENSG00000087258.16	ENST00000262494.12
chr14	52430596	52552505	-	0.182326042042108	ENSG00000087301.9	ENST00000281741.9
chr12	27962328	27970349	-	0.0437111506171745	ENSG00000087494.16	ENST00000535992.5
chr20	59604540	59847711	+	0.000192264926472332	ENSG00000087495.17	ENST00000371015.6
chr20	56629306	56639283	+	0.248730085755184	ENSG00000087510.7	ENST00000201031.3
chr1	23428563	23484179	-	0.358879939953559	ENSG00000088280.19	ENST00000336689.8
chr20	31475288	31484895	+	0	ENSG00000088320.4	ENST00000201979.3
chr20	35558866	35607494	-	0.130834787303379	ENSG00000088340.17	ENST00000615531.4
chr13	98683801	98752672	-	0.0980931735417697	ENSG00000088386.17	ENST00000376503.10
chr3	12733528	12759259	-	0.187901663800136	ENSG00000088726.16	ENST00000314124.12
chr18	6729716	6915716	+	0.000125680632631356	ENSG00000088756.13	ENST00000383472.9
chr20	157454	159163	+	0	ENSG00000088782.5	ENST00000382388.4
chr20	3686970	3712600	-	0.00364819528696733	ENSG00000088827.13	ENST00000344754.6
chr20	3227417	3238166	-	0.699489551405043	ENSG00000088836.14	ENST00000380059.7
chr20	2692874	2760101	+	0.0836853407248313	ENSG00000088881.21	ENST00000380648.9
chr20	2794074	2800627	-	0.00832250348135767	ENSG00000088882.8	ENST00000380605.3
chr4	186266189	186289681	+	0.000995050583155192	ENSG00000088926.14	ENST00000403665.7
chr12	117038923	117099479	-	0.190891056304095	ENSG00000088992.18	ENST00000470612.5
chr20	1629152	1651377	-	0	ENSG00000089012.14	ENST00000381580.5
chr12	121132876	121188032	+	0.0495164804358332	ENSG00000089041.17	ENST00000328963.10
chr12	113462033	113471871	-	0.0712777416914267	ENSG00000089116.4	ENST00000261731.4
chr12	120302321	120313249	+	0.20034950624846	ENSG00000089163.4	ENST00000202967.4
chr12	112868147	112898881	+	0.000507059776586192	ENSG00000089169.15	ENST00000549913.6
chr20	16272104	16573448	-	0.463055825705075	ENSG00000089177.19	ENST00000354981.7
chr20	5911510	5925353	+	0.00450288420496291	ENSG00000089199.10	ENST00000378961.9
chr12	114353931	114408442	-	0.00300185396702477	ENSG00000089225.20	ENST00000310346.8
chr12	117208144	117361802	-	0.000583179461287107	ENSG00000089250.19	ENST00000618760.4
chr19	35115895	35124323	+	0.00832010559380647	ENSG00000089356.18	ENST00000435734.6
chrX	66162549	66268867	+	0.000219873431372238	ENSG00000089472.16	ENST00000519389.5
chr17	42156891	42181142	-	0.000642606062732006	ENSG00000089558.9	ENST00000264661.4
chr12	6772512	6778455	+	0.0491603367893357	ENSG00000089692.9	ENST00000538079.1
chr16	30093762	30096012	-	0.107312072242265	ENSG00000090238.12	ENST00000562641.1
chr3	164978898	165078496	-	3.91180690402931e-05	ENSG00000090402.8	ENST00000264382.8
chr3	184371935	184379688	-	0.00502465896098034	ENSG00000090534.20	ENST00000649095.1
chr3	184380073	184389829	+	0.292298887845436	ENSG00000090539.15	ENST00000460627.5
chr16	425649	523011	+	0.306245808294812	ENSG00000090565.17	ENST00000262305.9
chr19	7739993	7747534	-	0	ENSG00000090659.18	ENST00000315599.12
chr19	39412669	39428415	+	0.632405165880972	ENSG00000090924.15	ENST00000425673.6
chr19	39498968	39508481	+	0.00900931808740502	ENSG00000090932.11	ENST00000205143.4
chr7	108023553	108130361	-	0.000437729467555448	ENSG00000091128.13	ENST00000388781.8
chr7	108147649	108456436	-	0.00158980009051959	ENSG00000091129.21	ENST00000379028.8
chr7	107660828	107717809	+	0.0102561876338427	ENSG00000091137.14	ENST00000644269.2
chr2	172735845	173052893	+	0.00221196629070569	ENSG00000091428.18	ENST00000397081.8
chrX	21705978	21758116	-	0.011956103671629	ENSG00000091482.8	ENST00000379494.4
chr17	66212033	66229415	-	0.00313787538496336	ENSG00000091583.11	ENST00000205948.11
chr17	5514118	5584509	-	0.106934096470066	ENSG00000091592.16	ENST00000572272.6
chr11	22338381	22379503	+	0.000378972405548637	ENSG00000091664.9	ENST00000263160.4
chr7	130383784	130388107	+	0	ENSG00000091704.10	ENST00000479106.1
chr6	153004459	153131282	-	0.272707549016125	ENSG00000091844.8	ENST00000206262.2
chr3	112333156	112362812	+	0.0031529451192049	ENSG00000091972.18	ENST00000315711.12
chr3	112596797	112641143	-	0.0167803690586451	ENSG00000091986.16	ENST00000206423.8
chr14	23412740	23435660	-	0	ENSG00000092054.13	ENST00000355349.4
chr14	23117306	23119255	-	0	ENSG00000092067.6	ENST00000206513.6
chr14	23125295	23183660	-	0.0249657178634944	ENSG00000092068.20	ENST00000316902.12
chr14	23346314	23352912	-	0.229079372122675	ENSG00000092096.18	ENST00000397267.5
chr14	21280083	21351301	+	0.000547061957952815	ENSG00000092200.13	ENST00000400017.7
chr14	24249114	24263177	-	0.15901402165028	ENSG00000092295.12	ENST00000206765.11
chr3	16586792	16604790	-	0	ENSG00000092345.14	ENST00000250863.12
chrY	6910697	7091683	+	0	ENSG00000092377.15	ENST00000383032.6
chr1	118883047	118988343	-	0.00777026237454317	ENSG00000092607.15	ENST00000369429.5
chr1	36084338	36088275	+	0.0178085754317407	ENSG00000092850.12	ENST00000469024.1
chr22	17178790	17219435	-	0	ENSG00000093072.18	ENST00000399837.8
chr6	132722787	132736935	-	0	ENSG00000093134.15	ENST00000673794.1
chr19	15082211	15092970	+	0	ENSG00000094661.3	ENST00000641398.1
chr5	170782682	170814047	+	0	ENSG00000094755.17	ENST00000518525.5
chr11	114521715	114530020	-	0.000938146053056623	ENSG00000095110.8	ENST00000536271.5
chr9	122371024	122395703	+	0.158654828246997	ENSG00000095303.17	ENST00000362012.7
chr9	127738317	127778666	-	0.0318641830050451	ENSG00000095370.20	ENST00000314830.13
chr9	114402080	114505473	-	0.246140583468132	ENSG00000095397.16	ENST00000362057.4
chr10	93073475	93077884	+	0.0176694809902229	ENSG00000095596.12	ENST00000371531.5
chr10	114179270	114232304	+	0.000146926390434398	ENSG00000095627.9	ENST00000251864.6
chr10	95311774	95561378	-	0.060938100838427	ENSG00000095637.22	ENST00000371247.6
chr10	97865000	98030621	-	0.000470483457311728	ENSG00000095713.14	ENST00000370597.8
chr10	28677510	28682677	+	0.401071233947192	ENSG00000095739.11	ENST00000497699.1
chr19	55364382	55370463	-	0.110182955612495	ENSG00000095752.7	ENST00000264563.7
chr10	25934229	26212532	+	0	ENSG00000095777.17	ENST00000642920.2
chr16	1256069	1259008	+	0	ENSG00000095917.14	ENST00000211076.5
chr19	3473986	3480525	-	0	ENSG00000095932.7	ENST00000215531.6
chr6	41158506	41163103	-	0	ENSG00000095970.17	ENST00000373122.8
chr6	39314821	39322540	-	0	ENSG00000095981.11	ENST00000425054.6
chr6	49727402	49744437	-	0	ENSG00000096006.12	ENST00000433368.6
chr6	41736711	41747397	-	0.00145826539097751	ENSG00000096088.16	ENST00000373025.7
chr6	41335655	41350858	+	0	ENSG00000096264.14	ENST00000373083.8
chr6	33794673	33804003	-	0	ENSG00000096395.11	ENST00000430124.7
chr1	85156889	85201016	-	0.653267676105611	ENSG00000097096.9	ENST00000341460.6
chr9	75890673	76362975	+	0.315985496571846	ENSG00000099139.14	ENST00000674117.1
chr1	99683266	99694541	+	0	ENSG00000099260.11	ENST00000496843.1
chr10	69451465	69507666	+	0.284157114847384	ENSG00000099282.10	ENST00000373290.7
chr19	58568167	58571545	-	0	ENSG00000099326.9	ENST00000595245.1
chr19	38335833	38370942	+	0.177217446074498	ENSG00000099338.23	ENST00000471517.5
chr19	1285873	1301431	+	0.0996629592018107	ENSG00000099617.4	ENST00000215368.4
chrY	6865918	6911774	-	0.000169924790472301	ENSG00000099721.14	ENST00000651267.1
chrY	7273972	7381548	+	0.000362170404300562	ENSG00000099725.14	ENST00000528056.5
chr11	616583	624955	-	0.00186127818385007	ENSG00000099834.19	ENST00000397542.7
chr22	23768226	23784316	+	0.111864253182214	ENSG00000099953.10	ENST00000465385.5
chr22	30447959	30472017	-	0	ENSG00000100012.12	ENST00000403066.5
chr22	18914530	18921554	-	0	ENSG00000100033.17	ENST00000609229.1
chr22	30635781	30647893	+	0.959153925945865	ENSG00000100036.13	ENST00000343605.5
chr22	25199858	25207359	+	0.215527863464786	ENSG00000100053.10	ENST00000215855.7
chr22	25564675	25729294	+	0.720789403501222	ENSG00000100077.15	ENST00000324198.11
chr22	31134807	31140508	-	0	ENSG00000100078.4	ENST00000215885.4
chr22	37570248	37580087	-	0.00158378884485535	ENSG00000100079.7	ENST00000215886.6
chr22	26169462	26383596	+	0.000145557542983413	ENSG00000100095.19	ENST00000248933.11
chr22	22644475	22647903	+	0	ENSG00000100121.13	ENST00000618722.4
chr22	26599278	26618027	-	0.000415586192890043	ENSG00000100122.7	ENST00000647684.1
chr22	41976934	41998221	+	0.157396828268319	ENSG00000100167.20	ENST00000396425.7
chr22	32043261	32113029	+	0.00245709849026276	ENSG00000100170.10	ENST00000266088.9
chr22	16602044	16653809	+	0.00451584502377331	ENSG00000100181.22	ENST00000426585.5
chr22	38518948	38570183	-	0.0044865155933778	ENSG00000100206.10	ENST00000216024.7
chr22	23059415	23141990	-	0.00523722851647211	ENSG00000100218.12	ENST00000216036.9
chr22	23145326	23164350	+	0.322133910027614	ENSG00000100228.13	ENST00000263116.7
chr22	32801705	32863041	+	0.0313788342407032	ENSG00000100234.12	ENST00000266085.7
chr22	29058672	29061844	-	0.00245579612880186	ENSG00000100249.4	ENST00000216071.4
chr22	50486859	50490648	+	0.00308400044196107	ENSG00000100253.13	ENST00000216075.11
chr22	43039516	43089391	-	0.0802252749502656	ENSG00000100271.17	ENST00000266254.12
chr22	29480218	29491390	+	0	ENSG00000100285.10	ENST00000310624.7
chr22	39097224	39104067	+	0.0250481158046673	ENSG00000100298.16	ENST00000348946.8
chr22	50622754	50628152	-	0.356488897170219	ENSG00000100299.18	ENST00000216124.10
chr22	35540831	35553999	+	0.0215974486110656	ENSG00000100302.7	ENST00000216127.5
chr22	39130772	39152680	-	0.368467834994253	ENSG00000100307.13	ENST00000216133.10
